md,GR
5494.5,100.28
5495,94.371
5495.5,86.766
5496,84.682
5496.5,85.641
5497,89.615
5497.5,90.166
5498,84.73
5498.5,75.733
5499,67.761
5499.5,67.817
5500,78.728
5500.5,100.5
5501,113.415
5501.5,121.351
5502,124.869
5502.5,130.69
5503,136.128
5503.5,137.995
5504,128.464
5504.5,115.751
5505,103.096
5505.5,96.443
5506,92.572
5506.5,93.301
5507,97.24
5507.5,103.442
5508,113.464
5508.5,141.584
5509,178.476
5509.5,202.791
5510,194.936
5510.5,164.827
5511,146.067
5511.5,121.654
5512,113.145
5512.5,108.779
5513,106.328
5513.5,104.214
5514,101.765
5514.5,99.316
5515,93.997
5515.5,88.848
5516,85.282
5516.5,85.935
5517,88.184
5517.5,96.816
5518,103.509
5518.5,115.787
5519,131.867
5519.5,144.962
5520,147.336
5520.5,132.732
5521,117.661
5521.5,103.549
5522,101.095
5522.5,99.832
5523,99.07
5523.5,96.674
5524,93.393
5524.5,90.609
5525,88.726
5525.5,89.243
5526,95.107
5526.5,97.665
5527,99.438
5527.5,100.088
5528,100.297
5528.5,100.28
5529,99.166
5529.5,97.587
5530,97.624
5530.5,98.895
5531,99.449
5531.5,97.842
5532,93.28
5532.5,88.77
5533,85.396
5533.5,85.384
5534,86.99
5534.5,89.025
5535,91.06
5535.5,93.091
5536,92.633
5536.5,91.948
5537,92.62
5537.5,98.616
5538,110.054
5538.5,113.693
5539,109.467
5539.5,102.282
5540,92.289
5540.5,83.582
5541,77.01
5541.5,72.354
5542,68.521
5542.5,66.55
5543,67.18
5543.5,71.998
5544,78.715
5544.5,84.29
5545,86.159
5545.5,86.608
5546,85.19
5546.5,84.129
5547,84.156
5547.5,83.972
5548,83.554
5548.5,83.128
5549,82.605
5549.5,80.087
5550,75.033
5550.5,69.51
5551,65.838
5551.5,71.728
5552,96.299
5552.5,113.237
5553,125.722
5553.5,145.277
5554,178.851
5554.5,219.235
5555,219.562
5555.5,194.838
5556,152.507
5556.5,110.175
5557,91.706
5557.5,82.631
5558,82.621
5558.5,85.294
5559,89.692
5559.5,91.236
5560,92.409
5560.5,93.825
5561,94.261
5561.5,93.486
5562,89.466
5562.5,85.147
5563,83.468
5563.5,83.558
5564,84.797
5564.5,87.805
5565,91.753
5565.5,94.268
5566,93.883
5566.5,91.695
5567,89.507
5567.5,87.652
5568,86.972
5568.5,87.056
5569,87.752
5569.5,89.351
5570,91.129
5570.5,91.794
5571,91.053
5571.5,88.136
5572,83.556
5572.5,79.755
5573,79.892
5573.5,81.17
5574,81.445
5574.5,80.275
5575,80.068
5575.5,81.312
5576,83.311
5576.5,85.496
5577,87.681
5577.5,89.648
5578,90.263
5578.5,90.436
5579,89.475
5579.5,87.592
5580,86.812
5580.5,86.551
5581,86.536
5581.5,86.237
5582,86.199
5582.5,89.099
5583,91.495
5583.5,92.293
5584,88.934
5584.5,86.303
5585,88.114
5585.5,90.641
5586,92.022
5586.5,91.657
5587,90.661
5587.5,90.44
5588,89.187
5588.5,86.575
5589,84.304
5589.5,83.836
5590,83.237
5590.5,80.942
5591,78.738
5591.5,79.101
5592,82.376
5592.5,82.601
5593,80.972
5593.5,79.617
5594,81.709
5594.5,84.486
5595,86.592
5595.5,88.065
5596,89.539
5596.5,91.013
5597,92.977
5597.5,94.647
5598,94.713
5598.5,91.785
5599,87.538
5599.5,85.097
5600,84.155
5600.5,83.225
5601,81.178
5601.5,78.591
5602,78.437
5602.5,79.405
5603,80.308
5603.5,81.234
5604,83.299
5604.5,85.39
5605,86.448
5605.5,86.74
5606,87.355
5606.5,87.971
5607,88.208
5607.5,87.943
5608,87.455
5608.5,86.942
5609,86.758
5609.5,86.583
5610,86.155
5610.5,85.906
5611,86.024
5611.5,86.333
5612,86.878
5612.5,87.741
5613,88.294
5613.5,88.847
5614,88.279
5614.5,83.859
5615,81.358
5615.5,81.073
5616,83.03
5616.5,87.004
5617,90.877
5617.5,91.163
5618,90.636
5618.5,90.44
5619,90.716
5619.5,91.784
5620,92.568
5620.5,91.388
5621,89.47
5621.5,87.12
5622,86.172
5622.5,85.426
5623,84.492
5623.5,84.018
5624,84.425
5624.5,85.669
5625,84.107
5625.5,82.146
5626,81.313
5626.5,81.722
5627,82.447
5627.5,84.042
5628,85.664
5628.5,86.11
5629,84.375
5629.5,81.584
5630,81.119
5630.5,83.13
5631,86.877
5631.5,92.159
5632,95.641
5632.5,98.123
5633,98.94
5633.5,98.936
5634,97.948
5634.5,95.859
5635,93.641
5635.5,91.301
5636,91.525
5636.5,92.636
5637,94.788
5637.5,96.479
5638,96.086
5638.5,95.014
5639,92.435
5639.5,88.479
5640,86.133
5640.5,88.869
5641,92.635
5641.5,95.554
5642,97.876
5642.5,95.93
5643,93.099
5643.5,91.49
5644,92.028
5644.5,93.316
5645,95.902
5645.5,97.876
5646,96.244
5646.5,95.22
5647,96.808
5647.5,100.585
5648,98.24
5648.5,92.644
5649,86.975
5649.5,84.768
5650,84.536
5650.5,86.419
5651,88.843
5651.5,88.843
5652,87.196
5652.5,84.199
5653,83.234
5653.5,82.532
5654,83.479
5654.5,84.858
5655,85.542
5655.5,84.451
5656,83.435
5656.5,83.122
5657,83.685
5657.5,84.089
5658,83.819
5658.5,82.98
5659,82.299
5659.5,82.691
5660,83.98
5660.5,83.827
5661,81.644
5661.5,80.633
5662,80.857
5662.5,80.131
5663,75.855
5663.5,73.54
5664,74.712
5664.5,80.563
5665,83.29
5665.5,84.653
5666,85.413
5666.5,86.801
5667,90.864
5667.5,94.138
5668,95.941
5668.5,95.701
5669,92.789
5669.5,88.286
5670,84.502
5670.5,83.176
5671,83.774
5671.5,85.195
5672,87.948
5672.5,91.136
5673,94.656
5673.5,95.333
5674,94.62
5674.5,93.912
5675,94.582
5675.5,93.963
5676,92.912
5676.5,91.901
5677,90.709
5677.5,88.073
5678,85.512
5678.5,85.771
5679,87.721
5679.5,90.127
5680,90.533
5680.5,88.672
5681,85.589
5681.5,81.29
5682,78.573
5682.5,78.754
5683,80.33
5683.5,84.309
5684,88.538
5684.5,91.183
5685,91.605
5685.5,91.905
5686,91.832
5686.5,91.511
5687,90.352
5687.5,88.903
5688,88.81
5688.5,90.7
5689,91.67
5689.5,89.646
5690,85.991
5690.5,83.246
5691,83.855
5691.5,88.731
5692,91.407
5692.5,92.101
5693,91.545
5693.5,92.542
5694,97.136
5694.5,101.677
5695,100.634
5695.5,99.447
5696,99.194
5696.5,101.959
5697,106.95
5697.5,116.677
5698,140.97
5698.5,166.32
5699,186.99
5699.5,199.447
5700,188.769
5700.5,155.707
5701,122.646
5701.5,103.928
5702,99.366
5702.5,94.861
5703,93.029
5703.5,92.049
5704,92.676
5704.5,97.458
5705,100.589
5705.5,101.778
5706,99.922
5706.5,96.717
5707,95.248
5707.5,94.285
5708,93.465
5708.5,92.792
5709,92.232
5709.5,92.745
5710,92.843
5710.5,92.829
5711,92.601
5711.5,93.377
5712,94.979
5712.5,96.271
5713,95.853
5713.5,95.035
5714,94.687
5714.5,94.489
5715,94.345
5715.5,93.995
5716,92.383
5716.5,91.063
5717,92.805
5717.5,96.363
5718,98.573
5718.5,98.464
5719,98.015
5719.5,98.465
5720,103.458
5720.5,107.081
5721,107.928
5721.5,105.704
5722,102.673
5722.5,101.436
5723,101.221
5723.5,103.527
5724,106.968
5724.5,109.037
5725,109.42
5725.5,108.936
5726,106.184
5726.5,102.306
5727,100.255
5727.5,100.992
5728,104.317
5728.5,106.501
5729,107.629
5729.5,110.066
5730,116.169
5730.5,122.336
5731,128.369
5731.5,128.177
5732,121.236
5732.5,111.147
5733,109.327
5733.5,113.999
5734,125.884
5734.5,139.494
5735,150.406
5735.5,154.849
5736,149.967
5736.5,147.345
5737,147.158
5737.5,162.542
5738,176.42
5738.5,188.652
5739,182.661
5739.5,174.126
5740,177.483
5740.5,186.02
5741,193.569
5741.5,194.811
5742,192.324
5742.5,188.621
5743,188.034
5743.5,192.625
5744,196.64
5744.5,193.94
5745,189.729
5745.5,184.863
5746,179.703
5746.5,175.248
5747,173.004
5747.5,169.761
5748,158.765
5748.5,146.049
5749,136.605
5749.5,138.766
5750,151.771
5750.5,147.011
5751,142.25
5751.5,123.442
5752,105.569
5752.5,93.909
5753,101.533
5753.5,122.425
5754,145.842
5754.5,161.315
5755,164.289
5755.5,156.101
5756,137.795
5756.5,123.588
5757,114.687
5757.5,113.444
5758,114.429
5758.5,117.061
5759,116.317
5759.5,111.806
5760,105.068
5760.5,96.652
5761,88.359
5761.5,80.902
5762,79.43
5762.5,78.773
5763,74.003
5763.5,66.884
5764,60.453
5764.5,60.061
5765,71.627
5765.5,84.499
5766,92.453
5766.5,97.341
5767,102.443
5767.5,109.782
5768,122.267
5768.5,135.818
5769,146.14
5769.5,159.774
5770,177.263
5770.5,210.401
5771,236.709
5771.5,229.305
5772,204.141
5772.5,174.088
5773,154.665
5773.5,153.876
5774,155.732
5774.5,156.73
5775,153.59
5775.5,145.107
5776,135.987
5776.5,129.136
5777,132.259
5777.5,145.914
5778,154.385
5778.5,154.025
5779,147.279
5779.5,132.67
5780,120.744
5780.5,118.424
5781,123.518
5781.5,133.923
5782,142.139
5782.5,146.562
5783,145.649
5783.5,142.016
5784,141.65
5784.5,153.365
5785,169.082
5785.5,180.665
5786,184.221
5786.5,181.032
5787,176.225
5787.5,172.114
5788,166.588
5788.5,152.082
5789,128.306
5789.5,101.723
5790,88.735
5790.5,97.195
5791,120.151
5791.5,135.792
5792,135.723
5792.5,125.306
5793,114.462
5793.5,107.675
5794,105.689
5794.5,105.352
5795,106.42
5795.5,108.48
5796,115.058
5796.5,120.874
5797,127.504
5797.5,131.132
5798,134.005
5798.5,134.657
5799,134.367
5799.5,130.429
5800,126.348
5800.5,123.128
5801,119.91
5801.5,116.97
5802,114.092
5802.5,113.739
5803,119.353
5803.5,126.834
5804,134.717
5804.5,134.574
5805,133.665
5805.5,132.215
5806,131.072
5806.5,130.74
5807,128.156
5807.5,123.214
5808,118.55
5808.5,115.489
5809,112.231
5809.5,111.091
5810,111.232
5810.5,112.77
5811,113.69
5811.5,114.531
5812,119.323
5812.5,121.622
5813,122.578
5813.5,121.948
5814,120.812
5814.5,122.476
5815,127.625
5815.5,133.092
5816,135.084
5816.5,127.372
5817,113.961
5817.5,103.678
5818,98.125
5818.5,95.029
5819,94.577
5819.5,97.221
5820,101.411
5820.5,105.122
5821,107.413
5821.5,112.116
5822,119.542
5822.5,128.815
5823,137.275
5823.5,147.826
5824,154.17
5824.5,146.978
5825,129.209
5825.5,104.173
5826,96.349
5826.5,105.201
5827,122.426
5827.5,131.394
5828,128.968
5828.5,118.864
5829,114.74
5829.5,113.918
5830,119.049
5830.5,128.758
5831,137.088
5831.5,134.003
5832,118.188
5832.5,108.242
5833,110.106
5833.5,116.527
5834,120.329
5834.5,102.87
5835,83.67
5835.5,68.45
5836,64.448
5836.5,72.148
5837,90.95
5837.5,103.783
5838,100.478
5838.5,94.338
5839,91.402
5839.5,97.048
5840,108.305
5840.5,116.156
5841,111.538
5841.5,102.865
5842,98.024
5842.5,101.191
5843,105.6
5843.5,106.908
5844,105.567
5844.5,105.373
5845,106.697
5845.5,110.124
5846,113.819
5846.5,116.011
5847,114.602
5847.5,109.879
5848,105.508
5848.5,101.636
5849,102.389
5849.5,104.488
5850,107.099
5850.5,109.054
5851,109.237
5851.5,109.089
5852,108.961
5852.5,107.695
5853,106.208
5853.5,104.496
5854,103.25
5854.5,105.305
5855,121.143
5855.5,136.32
5856,139.6
5856.5,131.843
5857,120.177
5857.5,110.304
5858,106.411
5858.5,102.844
5859,100.419
5859.5,98.732
5860,99.263
5860.5,100.188
5861,101.04
5861.5,102.014
5862,104.535
5862.5,110.06
5863,114.832
5863.5,115.767
5864,114.606
5864.5,113.844
5865,113.91
5865.5,115.37
5866,116.136
5866.5,111.662
5867,106.068
5867.5,97.689
5868,89.66
5868.5,86.484
5869,90.764
5869.5,98.718
5870,105.694
5870.5,106.324
5871,102.354
5871.5,100.597
5872,100.617
5872.5,105.158
5873,104.804
5873.5,103.513
5874,102.967
5874.5,104.606
5875,107.916
5875.5,111
5876,111.993
5876.5,108.105
5877,107.079
5877.5,109.942
5878,119.886
5878.5,130.195
5879,137.686
5879.5,134.159
5880,123.732
5880.5,111.628
5881,106.377
5881.5,104.72
5882,109.437
5882.5,116.355
5883,121.381
5883.5,123.98
5884,125.265
5884.5,125.896
5885,126.087
5885.5,127.257
5886,127.481
5886.5,123.843
5887,119.779
5887.5,115.331
5888,112.208
5888.5,109.274
5889,103.101
5889.5,97.802
5890,92.818
5890.5,90.826
5891,91.51
5891.5,92.712
5892,93.944
5892.5,97.381
5893,100.867
5893.5,106.712
5894,111.464
5894.5,119.229
5895,127.465
5895.5,136.328
5896,138.253
5896.5,130.223
5897,116.837
5897.5,101.303
5898,90.302
5898.5,78.22
5899,72.42
5899.5,70.205
5900,70.908
5900.5,73.484
5901,78.508
5901.5,86.483
5902,93.252
5902.5,99.321
5903,104.263
5903.5,106.65
5904,101.924
5904.5,86.846
5905,75.646
5905.5,68.002
5906,61.751
5906.5,61.396
5907,64.479
5907.5,68.292
5908,69.888
5908.5,70.147
5909,70.068
5909.5,70.724
5910,75.151
5910.5,83.71
5911,92.664
5911.5,100.984
5912,107.275
5912.5,109.753
5913,112.618
5913.5,116.74
5914,121.397
5914.5,121.335
5915,120.038
5915.5,116.943
5916,112.287
5916.5,106.66
5917,99.34
5917.5,98.615
5918,102.376
5918.5,111.959
5919,117.883
5919.5,125.835
5920,137.901
5920.5,136.707
5921,126.979
5921.5,109.472
5922,93.422
5922.5,79.717
5923,76.757
5923.5,82.493
5924,103.414
5924.5,135.281
5925,167.148
5925.5,182.043
5926,181.793
5926.5,172.304
5927,163.444
5927.5,150.074
5928,138.882
5928.5,127.466
5929,116.345
5929.5,106.178
5930,100.813
5930.5,98.388
5931,99.661
5931.5,101.675
5932,101.96
5932.5,101.916
5933,102.169
5933.5,105.442
5934,107.775
5934.5,108.384
5935,107.359
5935.5,106.997
5936,106.877
5936.5,106.612
5937,105.914
5937.5,105.291
5938,102.258
5938.5,98.225
5939,90.398
5939.5,82.569
5940,79.879
5940.5,79.351
5941,79.911
5941.5,82.62
5942,88.509
5942.5,99.809
5943,108.349
5943.5,111.023
5944,108.786
5944.5,106.049
5945,108.121
5945.5,112.185
5946,117.378
5946.5,126.464
5947,146.795
5947.5,184.334
5948,239.457
5948.5,295.437
5949,335.908
5949.5,359.084
5950,343.165
5950.5,314.351
5951,297.361
5951.5,287.965
5952,313.081
5952.5,342.866
5953,371.003
5953.5,386.671
5954,392.969
5954.5,385.424
5955,370.248
5955.5,359.5
5956,351.914
5956.5,338.001
5957,301.13
5957.5,264.26
5958,228.065
5958.5,229.125
5959,242.198
5959.5,253.665
5960,262.561
5960.5,263.734
5961,266.258
5961.5,271.471
5962,278.483
5962.5,284.933
5963,290.467
5963.5,303.177
5964,301.586
5964.5,295.452
5965,285.502
5965.5,276.108
5966,274.205
5966.5,278.648
5967,288.088
5967.5,299.871
5968,308.335
5968.5,321.512
5969,326.252
5969.5,325.956
5970,322.197
5970.5,321.876
5971,324.025
5971.5,323.98
5972,312.571
5972.5,298.845
5973,299.028
5973.5,291.976
5974,287.475
5974.5,283.829
5975,285.677
5975.5,289.813
5976,294.4
5976.5,304.46
5977,311.195
5977.5,327.652
5978,344.513
5978.5,364.404
5979,373.317
5979.5,371.477
5980,365.596
5980.5,362.877
5981,384.658
5981.5,460.581
5982,515.282
5982.5,577.738
5983,572.518
5983.5,536.66
5984,513.813
5984.5,497.446
5985,495.085
5985.5,479.77
5986,449.954
5986.5,420.815
5987,417.582
5987.5,436.045
5988,448.547
5988.5,495.025
5989,494.912
5989.5,471.864
5990,436.922
5990.5,416.994
5991,420.933
5991.5,426.438
5992,422.186
5992.5,412.044
5993,402.234
5993.5,403.12
5994,405.214
5994.5,414.802
5995,421.794
5995.5,446.893
5996,461.901
5996.5,524.798
5997,561.094
5997.5,554.003
5998,509.553
5998.5,460.778
5999,412.002
5999.5,373.896
6000,353.567
6000.5,354.488
6001,371.288
6001.5,381.526
6002,377.16
6002.5,378.404
6003,426.583
6003.5,468.092
6004,503.558
6004.5,523.225
6005,517.512
6005.5,508.056
6006,491.961
6006.5,446.432
6007,414.351
6007.5,383.777
6008,377.749
6008.5,376.439
6009,374.203
6009.5,361.996
6010,343.449
6010.5,328.008
6011,329.146
6011.5,342.088
6012,352.148
6012.5,367.57
6013,376.096
6013.5,384.614
6014,392.468
6014.5,399.259
6015,401.989
6015.5,397.035
6016,382.669
6016.5,361.239
6017,347.545
6017.5,336.941
6018,329.82
6018.5,324.638
6019,315.608
6019.5,311.409
6020,315.27
6020.5,332.984
6021,349.59
6021.5,365.741
6022,377.776
6022.5,393.83
6023,407.054
6023.5,421.242
6024,430.848
6024.5,439.118
6025,436.807
6025.5,431.549
6026,427.076
6026.5,423.78
6027,425.524
6027.5,442.723
6028,487.846
6028.5,518.452
6029,525.721
6029.5,521.087
6030,487.377
6030.5,456.488
6031,425.599
6031.5,393.215
6032,375.953
6032.5,377.013
6033,378.345
6033.5,374.162
6034,360.811
6034.5,352.738
6035,355.825
6035.5,368.828
6036,377.669
6036.5,370.582
6037,362.961
6037.5,365.196
6038,375.928
6038.5,397.527
6039,397.795
6039.5,392.978
6040,392.065
6040.5,426.912
6041,452.797
6041.5,458.799
6042,443.933
6042.5,435.031
6043,459.701
6043.5,493.458
6044,519.617
6044.5,508.369
6045,486.069
6045.5,463.291
6046,445.742
6046.5,423.873
6047,402.297
6047.5,386.682
6048,383.485
6048.5,385.803
6049,383.525
6049.5,379.925
6050,427.122
6050.5,463.945
6051,525.273
6051.5,553.176
6052,559.308
6052.5,546.649
6053,544.554
6053.5,556.452
6054,582.974
6054.5,622.674
6055,634.268
6055.5,622.428
6056,588.829
6056.5,540.673
6057,527.676
6057.5,538.676
6058,589.203
6058.5,652.141
6059,663.058
6059.5,648.272
6060,621.647
6060.5,630.531
6061,675.87
6061.5,706.667
6062,716.312
6062.5,673.788
6063,627.53
6063.5,592.55
6064,550.672
6064.5,443.911
6065,398.092
6065.5,293.205
6066,256.629
6066.5,200.516
6067,156.074
6067.5,126.119
6068,98.254
6068.5,53.628
6069,31.056
6069.5,22.164
6070,16.965
6070.5,13.9
6071,12.989
6071.5,13.751
6072,14.758
6072.5,14.83
6073,14.902
6073.5,14.803
6074,14.492
6074.5,14.316
6075,14.139
6075.5,13.979
6076,13.965
6076.5,13.956
6077,13.702
6077.5,13.179
6078,12.732
6078.5,12.59
6079,13.174
6079.5,13.727
6080,14.211
6080.5,14.412
6081,13.838
6081.5,12.371
6082,11.435
6082.5,10.91
6083,10.741
6083.5,11.129
6084,11.368
6084.5,11.265
6085,10.581
6085.5,9.935
6086,10.514
6086.5,10.774
6087,10.611
6087.5,10.29
6088,9.558
6088.5,8.833
6089,8.609
6089.5,8.747
6090,9.134
6090.5,9.532
6091,9.694
6091.5,9.725
6092,9.74
6092.5,9.707
6093,9.283
6093.5,8.725
6094,8.39
6094.5,8.252
6095,8.252
6095.5,8.252
6096,8.372
6096.5,8.56
6097,8.723
6097.5,8.618
6098,8.228
6098.5,7.991
6099,8.113
6099.5,8.058
6100,8.168
6100.5,8.31
6101,8.564
6101.5,9.106
6102,9.675
6102.5,10.008
6103,9.632
6103.5,8.489
6104,7.857
6104.5,7.773
6105,7.958
6105.5,8.142
6106,8.147
6106.5,7.909
6107,7.592
6107.5,7.117
6108,6.837
6108.5,6.979
6109,7.239
6109.5,7.558
6110,7.832
6110.5,7.921
6111,7.71
6111.5,7.817
6112,8.285
6112.5,8.785
6113,8.77
6113.5,8.795
6114,8.975
6114.5,9.1
6115,9.397
6115.5,9.663
6116,10.354
6116.5,11.064
6117,10.786
6117.5,9.864
6118,8.803
6118.5,7.923
6119,7.369
6119.5,7.322
6120,7.514
6120.5,7.724
6121,7.956
6121.5,8.152
6122,8.316
6122.5,8.495
6123,8.423
6123.5,8.308
6124,8.572
6124.5,8.88
6125,9.188
6125.5,9.199
6126,9.181
6126.5,9.441
6127,9.822
6127.5,10.725
6128,11.412
6128.5,11.344
6129,10.957
6129.5,10.377
6130,10.058
6130.5,9.871
6131,9.655
6131.5,9.4
6132,9.424
6132.5,10.112
6133,11.744
6133.5,14.416
6134,16.043
6134.5,16.14
6135,15.569
6135.5,14.389
6136,12.978
6136.5,11.331
6137,9.391
6137.5,9.193
6138,9.53
6138.5,10.202
6139,10.543
6139.5,10.925
6140,11.208
6140.5,10.525
6141,9.393
6141.5,8.47
6142,7.817
6142.5,7.403
6143,7.563
6143.5,8.452
6144,8.947
6144.5,9.239
6145,9.226
6145.5,8.61
6146,7.259
6146.5,6.455
6147,6.402
6147.5,6.943
6148,7.574
6148.5,8.204
6149,8.672
6149.5,10.986
6150,17.751
6150.5,24.079
6151,28.022
6151.5,30.902
6152,30.729
6152.5,27.889
6153,24.984
6153.5,23.799
6154,23.667
6154.5,21.84
6155,20.337
6155.5,20.096
6156,19.548
6156.5,17.4
6157,14.562
6157.5,12.875
6158,12.298
6158.5,11.777
6159,10.99
6159.5,10.501
6160,11.555
6160.5,12.799
6161,16.359
6161.5,21.681
6162,23.315
6162.5,20.326
6163,16.421
6163.5,14.766
6164,13.447
6164.5,11.743
6165,8.631
6165.5,6.708
6166,6.429
6166.5,6.682
6167,7.473
6167.5,8.246
6168,8.985
6168.5,8.685
6169,8.063
6169.5,7.282
6170,7.581
6170.5,7.901
6171,8.07
6171.5,7.933
6172,7.942
6172.5,8.162
6173,8.797
6173.5,10.332
6174,11.949
6174.5,13.608
6175,15.439
6175.5,17.086
6176,16.262
6176.5,14.906
6177,13.861
6177.5,12.954
6178,12.711
6178.5,12.703
6179,14.351
6179.5,15.777
6180,16.315
6180.5,16.633
6181,17.178
6181.5,18.033
6182,19.801
6182.5,21.006
6183,21.862
6183.5,22.453
6184,22.774
6184.5,22.994
6185,23.073
6185.5,23.005
6186,23.106
6186.5,23.925
6187,25.365
6187.5,25.42
6188,24.401
6188.5,23.748
6189,23.739
6189.5,23.73
6190,23.34
6190.5,22.91
6191,23.463
6191.5,24.385
6192,26.779
6192.5,32.022
6193,36.861
6193.5,40.451
6194,40.504
6194.5,37.384
6195,33.959
6195.5,32.167
6196,33.038
6196.5,34.514
6197,36.685
6197.5,36.563
6198,33.634
6198.5,30.666
6199,28.756
6199.5,28.611
6200,30.391
6200.5,32.833
6201,32.837
6201.5,32.376
6202,31.662
6202.5,30.729
6203,29.693
6203.5,28.31
6204,26.439
6204.5,24.915
6205,24.605
6205.5,26.271
6206,28.954
6206.5,31.218
6207,32.389
6207.5,32.427
6208,32.445
6208.5,33.487
6209,35.613
6209.5,36.902
6210,36.209
6210.5,34.148
6211,33.461
6211.5,32.44
6212,31.768
6212.5,29.791
6213,29.244
6213.5,30.689
6214,32.345
6214.5,34.31
6215,34.734
6215.5,34.913
6216,34.714
6216.5,33.952
6217,33.95
6217.5,34.968
6218,35.586
6218.5,35.989
6219,35.628
6219.5,35.052
6220,34.363
6220.5,33.663
6221,33.259
6221.5,32.313
6222,31.381
6222.5,30.633
6223,30.513
6223.5,30.082
6224,28.398
6224.5,28.147
6225,29.475
6225.5,31.493
6226,32.864
6226.5,32.328
6227,31.24
6227.5,29.559
6228,29.101
6228.5,29.103
6229,29.158
6229.5,29.422
6230,29.664
6230.5,29.798
6231,29.932
6231.5,30.08
6232,30.55
6232.5,30.818
6233,31.795
6233.5,33.279
6234,35.22
6234.5,35.491
6235,35.003
6235.5,33.966
6236,33.425
6236.5,33.154
6237,33.091
6237.5,32.644
6238,32.804
6238.5,34.089
6239,34.656
6239.5,33.579
6240,32.674
6240.5,32.513
6241,34.016
6241.5,34.407
6242,34.141
6242.5,34.043
6243,35.107
6243.5,36.792
6244,37.064
6244.5,37.363
6245,38.228
6245.5,39.356
6246,39.236
6246.5,36.428
6247,32.393
6247.5,30.965
6248,31.965
6248.5,33.345
6249,33.985
6249.5,34.378
6250,34.404
6250.5,33.774
6251,32.701
6251.5,31.363
6252,29.678
6252.5,28.805
6253,28.355
6253.5,28.856
6254,27.798
6254.5,26.23
6255,24.341
6255.5,24.069
6256,25.044
6256.5,27.709
6257,29.533
6257.5,29.359
6258,28.197
6258.5,26.95
6259,27.24
6259.5,27.732
6260,27.692
6260.5,27.58
6261,27.463
6261.5,27.57
6262,27.55
6262.5,29.405
6263,30.575
6263.5,33.43
6264,35.935
6264.5,36.88
6265,34.736
6265.5,31.503
6266,30.113
6266.5,29.911
6267,30.771
6267.5,32.667
6268,34.669
6268.5,36.603
6269,37.811
6269.5,37.537
6270,35.849
6270.5,33.781
6271,31.311
6271.5,29.397
6272,28.416
6272.5,28.403
6273,28.96
6273.5,30.497
6274,32.09
6274.5,32.793
6275,32.793
6275.5,32.401
6276,31.546
6276.5,31.084
6277,31.687
6277.5,32.387
6278,32.891
6278.5,33.34
6279,33.663
6279.5,35.505
6280,38.998
6280.5,42.032
6281,40.887
6281.5,36.263
6282,31.474
6282.5,27.438
6283,27.593
6283.5,28.017
6284,29.06
6284.5,31.04
6285,36.479
6285.5,43.177
6286,43.312
6286.5,37.932
6287,31.425
6287.5,26.867
6288,25.49
6288.5,25.821
6289,27.866
6289.5,31.218
6290,33.314
6290.5,33.92
6291,33.896
6291.5,33.737
6292,33.695
6292.5,33.779
6293,34.347
6293.5,35.365
6294,37.991
6294.5,41.487
6295,42.027
6295.5,40.621
6296,36.885
6296.5,32.806
6297,30.088
6297.5,30.34
6298,32.214
6298.5,33.611
6299,34.04
6299.5,34.449
6300,35.133
6300.5,36.171
6301,36.638
6301.5,36.595
6302,35.97
6302.5,33.448
6303,31.55
6303.5,29.166
6304,28.631
6304.5,30.172
6305,34.522
6305.5,39.003
6306,40.52
6306.5,38.839
6307,37.248
6307.5,37.492
6308,38.939
6308.5,39.938
6309,38.336
6309.5,36.261
6310,35.441
6310.5,34.892
6311,35.321
6311.5,37.049
6312,38.237
6312.5,37.891
6313,34.46
6313.5,31.389
6314,32.184
6314.5,34.6
6315,37.607
6315.5,38.979
6316,38.168
6316.5,35.573
6317,33.949
6317.5,33.685
6318,34.475
6318.5,37.285
6319,41.294
6319.5,40.974
6320,36.21
6320.5,29.855
6321,26.532
6321.5,25.918
6322,26.289
6322.5,27.24
6323,28.401
6323.5,29.447
6324,29.431
6324.5,28.156
6325,26.214
6325.5,23.953
6326,22.791
6326.5,21.583
6327,20.66
6327.5,19.559
6328,19.226
6328.5,19.508
6329,20.289
6329.5,21.677
6330,23.878
6330.5,25.792
6331,25.877
6331.5,24.315
6332,21.452
6332.5,19.13
6333,18.223
6333.5,18.012
6334,18.355
6334.5,19.731
6335,21.765
6335.5,23.254
6336,24.892
6336.5,26.573
6337,29.917
6337.5,34.039
6338,37.987
6338.5,41.498
6339,42.443
6339.5,38.265
6340,30.626
6340.5,26.411
6341,27.662
6341.5,32.854
6342,39.18
6342.5,45.624
6343,50.514
6343.5,52.484
6344,52.476
6344.5,52.703
6345,55.518
6345.5,59.079
6346,57.841
6346.5,54.027
6347,48.257
6347.5,43.996
6348,42.109
6348.5,44.936
6349,49.648
6349.5,50.078
6350,42.561
6350.5,34.381
6351,28.568
6351.5,26.186
6352,23.475
6352.5,24.013
6353,25.995
6353.5,28.559
6354,30.614
6354.5,31.889
6355,33.323
6355.5,34.126
6356,35.566
6356.5,37.721
6357,40.011
6357.5,41.319
6358,40.495
6358.5,39.386
6359,40.663
6359.5,43.384
6360,44.638
6360.5,43.641
6361,42.198
6361.5,41.574
6362,41.402
6362.5,39.811
6363,37.839
6363.5,37.194
6364,36.916
6364.5,36.483
6365,34.847
6365.5,31.656
6366,28.078
6366.5,24.583
6367,22.047
6367.5,20.854
6368,21.126
6368.5,22.24
