md,GR
998.5,90.492
999,92.243
999.5,92.461
1000,92.111
1000.5,83.029
1001,76.929
1001.5,74.414
1002,71.36
1002.5,65.616
1003,55.524
1003.5,52.769
1004,55.591
1004.5,62.048
1005,68.505
1005.5,70.391
1006,68.457
1006.5,64.437
1007,60.416
1007.5,58.828
1008,58.936
1008.5,63.071
1009,80.483
1009.5,83.007
1010,85.662
1010.5,88.854
1011,92.046
1011.5,95.192
1012,95.382
1012.5,95.192
1013,93.543
1013.5,91.433
1014,89.43
1014.5,87.224
1015,85.218
1015.5,83.505
1016,81.745
1016.5,71.816
1017,71.68
1017.5,74.958
1018,78.782
1018.5,81.624
1019,84.497
1019.5,87.028
1020,87.051
1020.5,83.902
1021,78.989
1021.5,77.634
1022,77.889
1022.5,78.44
1023,86.135
1023.5,92.544
1024,93.417
1024.5,92.474
1025,88.027
1025.5,86.035
1026,87.003
1026.5,92.954
1027,95.382
1027.5,94.817
1028,91.163
1028.5,82.1
1029,72.05
1029.5,63.283
1030,63.864
1030.5,67.864
1031,71.863
1031.5,74.45
1032,75.128
1032.5,75.008
1033,74.887
1033.5,74.766
1034,73.054
1034.5,71.885
1035,71.226
1035.5,71.322
1036,71.444
1036.5,71.926
1037,72.598
1037.5,67.418
1038,54.457
1038.5,47.842
1039,47.477
1039.5,49.77
1040,57.389
1040.5,71.725
1041,76.874
1041.5,81.682
1042,85.718
1042.5,86.129
1043,86.184
1043.5,78.726
1044,74.376
1044.5,71.826
1045,69.941
1045.5,68.802
1046,68.183
1046.5,68.27
1047,71.041
1047.5,79.462
1048,94.678
1048.5,105.756
1049,106.675
1049.5,106.777
1050,105.578
1050.5,101.503
1051,94.259
1051.5,86.67
1052,82.586
1052.5,77.854
1053,75.338
1053.5,73.398
1054,72.342
1054.5,71.882
1055,72.023
1055.5,72.254
1056,72.527
1056.5,72.22
1057,70.037
1057.5,69.531
1058,67.786
1058.5,63.667
1059,59.806
1059.5,55.945
1060,52.541
1060.5,53.729
1061,57.103
1061.5,63.347
1062,69.59
1062.5,70.542
1063,67.528
1063.5,67.89
1064,70.239
1064.5,71.373
1065,71.625
1065.5,67.368
1066,65.041
1066.5,65.6
1067,69.712
1067.5,72.688
1068,75.003
1068.5,75.13
1069,73.275
1069.5,67.108
1070,63.237
1070.5,53.959
1071,53.187
1071.5,53.6
1072,55.841
1072.5,58.426
1073,62.822
1073.5,66.379
1074,70.921
1074.5,77.519
1075,86.238
1075.5,91.672
1076,92.461
1076.5,90.17
1077,88.956
1077.5,91.223
1078,98.475
1078.5,106.261
1079,111.137
1079.5,111.351
1080,108.346
1080.5,98.123
1081,87.901
1081.5,81.798
1082,77.93
1082.5,74.061
1083,71.072
1083.5,70.729
1084,71.854
1084.5,74.016
1085,74.881
1085.5,75.25
1086,75.346
1086.5,75.612
1087,76.285
1087.5,76.894
1088,77.036
1088.5,75.795
1089,72.979
1089.5,70.115
1090,67.25
1090.5,65.106
1091,64.767
1091.5,68.933
1092,73.004
1092.5,77.716
1093,79.94
1093.5,82.164
1094,83.383
1094.5,83.275
1095,79.622
1095.5,77.493
1096,73.738
1096.5,69.983
1097,68.363
1097.5,67.731
1098,67.735
1098.5,67.739
1099,67.603
1099.5,67.359
1100,67.363
1100.5,67.594
1101,67.93
1101.5,68.643
1102,67.569
1102.5,65.072
1103,65.451
1103.5,73.86
1104,77.328
1104.5,77.757
1105,78.161
1105.5,79.558
1106,82.423
1106.5,85.091
1107,84.685
1107.5,82.555
1108,72.781
1108.5,67.325
1109,61.339
1109.5,56.072
1110,52.289
1110.5,50.591
1111,51.172
1111.5,52.596
1112,54.019
1112.5,56.689
1113,60.799
1113.5,63.905
1114,67.12
1114.5,68.774
1115,69.41
1115.5,68.432
1116,66.852
1116.5,64.512
1117,61.82
1117.5,59.217
1118,56.768
1118.5,56.5
1119,57.057
1119.5,57.662
1120,58.359
1120.5,57.408
1121,56.177
1121.5,54.964
1122,53.751
1122.5,49.555
1123,44.987
1123.5,45.774
1124,52.889
1124.5,57.232
1125,60.72
1125.5,63.233
1126,64.286
1126.5,66.995
1127,70.31
1127.5,72.737
1128,72.914
1128.5,72.506
1129,72.285
1129.5,72.688
1130,78.082
1130.5,81.831
1131,83.871
1131.5,85.867
1132,87.407
1132.5,87.509
1133,84.735
1133.5,83.3
1134,84.709
1134.5,89.317
1135,98.417
1135.5,105.723
1136,104.669
1136.5,96.2
1137,87.747
1137.5,80.346
1138,79.28
1138.5,80.041
1139,88.299
1139.5,88.35
1140,86.685
1140.5,83.528
1141,81.115
1141.5,80.614
1142,80.624
1142.5,84.139
1143,96.628
1143.5,105.384
1144,110.852
1144.5,124.148
1145,124.238
1145.5,116.751
1146,107.219
1146.5,85.275
1147,77.694
1147.5,72.302
1148,71.76
1148.5,69.66
1149,57.453
1149.5,49.662
1150,50.376
1150.5,66.614
1151,69.022
1151.5,68.406
1152,66.759
1152.5,58.809
1153,51.596
1153.5,50.056
1154,51.36
1154.5,57.769
1155,64.177
1155.5,70.982
1156,78.383
1156.5,84.695
1157,84.803
1157.5,82.131
1158,78.548
1158.5,75.396
1159,74.906
1159.5,75.36
1160,80.333
1160.5,79.924
1161,79.435
1161.5,79.084
1162,79.25
1162.5,80.968
1163,84.311
1163.5,85.609
1164,85.439
1164.5,80.979
1165,76.004
1165.5,72.418
1166,72.407
1166.5,74.098
1167,81.223
1167.5,88.262
1168,95.301
1168.5,96.255
1169,95.983
1169.5,94.571
1170,90.116
1170.5,85.526
1171,80.936
1171.5,76.346
1172,68.913
1172.5,59.963
1173,51.85
1173.5,48.513
1174,51.128
1174.5,57.205
1175,63.297
1175.5,63.298
1176,61.27
1176.5,58.074
1177,54.482
1177.5,53.603
1178,56.281
1178.5,55.163
1179,49.444
1179.5,47.787
1180,48.312
1180.5,60.994
1181,66.964
1181.5,74.496
1182,82.009
1182.5,86.087
1183,85.027
1183.5,79.693
1184,72.311
1184.5,65.597
1185,59.427
1185.5,55.839
1186,52.25
1186.5,48.364
1187,36.092
1187.5,35.657
1188,37.018
1188.5,39.759
1189,42.499
1189.5,45.105
1190,46.71
1190.5,48.315
1191,49.065
1191.5,49.133
1192,49.027
1192.5,48.006
1193,47.736
1193.5,48.333
1194,49.288
1194.5,50.2
1195,51.622
1195.5,53.405
1196,55.247
1196.5,57.242
1197,59.42
1197.5,59.132
1198,48.889
1198.5,46.854
1199,50.491
1199.5,56.717
1200,59.094
1200.5,42.491
1201,32.947
1201.5,28.35
1202,25.995
1202.5,30.38
1203,37.172
1203.5,45.886
1204,55.801
1204.5,59.76
1205,65.94
1205.5,65.237
1206,63.484
1206.5,61.483
1207,60.759
1207.5,62.001
1208,66.821
1208.5,66.995
1209,61.486
1209.5,59.799
1210,61.658
1210.5,64.377
1211,67.097
1211.5,69.817
1212,72.309
1212.5,72.75
1213,72.448
1213.5,72.05
1214,70.385
1214.5,69.077
1215,68.225
1215.5,67.981
1216,68.202
1216.5,68.347
1217,68.477
1217.5,68.925
1218,70.842
1218.5,72.255
1219,69.316
1219.5,68.113
1220,68.011
1220.5,68.437
1221,69.264
1221.5,70.933
1222,73.12
1222.5,75.307
1223,79.806
1223.5,79.757
1224,76.546
1224.5,68.609
1225,65.427
1225.5,62.246
1226,59.39
1226.5,58.769
1227,59.689
1227.5,66.504
1228,70.137
1228.5,76.296
1229,76.666
1229.5,76.452
1230,72.831
1230.5,69.903
1231,69.247
1231.5,69.949
1232,73.206
1232.5,74.376
1233,68.208
1233.5,62.137
1234,61.498
1234.5,63.991
1235,68.14
1235.5,71.845
1236,71.984
1236.5,70.85
1237,67.409
1237.5,67.33
1238,74.341
1238.5,74.578
1239,72.838
1239.5,70.166
1240,67.942
1240.5,66.888
1241,66.501
1241.5,66.612
1242,68.058
1242.5,72.218
1243,73.871
1243.5,72.995
1244,70.541
1244.5,68.76
1245,68.47
1245.5,68.026
1246,67.405
1246.5,66.784
1247,65.612
1247.5,61.088
1248,59.046
1248.5,59.049
1249,59.37
1249.5,59.947
1250,60.664
1250.5,61.381
1251,62.098
1251.5,64.397
1252,65.993
1252.5,66.998
1253,68.03
1253.5,69.029
1254,69.09
1254.5,68.71
1255,68.135
1255.5,65.014
1256,61.982
1256.5,61.443
1257,63.119
1257.5,65.916
1258,66.153
1258.5,66.268
1259,66.215
1259.5,68.504
1260,74.74
1260.5,77.744
1261,77.962
1261.5,75.263
1262,69.523
1262.5,64.721
1263,63.644
1263.5,65.649
1264,68.899
1264.5,69.163
1265,68.434
1265.5,67.665
1266,66.321
1266.5,63.522
1267,60.399
1267.5,58.5
1268,58.07
1268.5,59.104
1269,61.181
1269.5,62.454
1270,60.618
1270.5,56.63
1271,56.426
1271.5,57.692
1272,59.386
1272.5,60.414
1273,61.333
1273.5,62.232
1274,63.093
1274.5,64.011
1275,64.789
1275.5,65.013
1276,65.103
1276.5,64.971
1277,63.988
1277.5,59.504
1278,57.234
1278.5,57.227
1279,58.045
1279.5,59.256
1280,60.259
1280.5,60.708
1281,60.458
1281.5,59.816
1282,58.952
1282.5,57.983
1283,58
1283.5,58.415
1284,58.945
1284.5,59.543
1285,60.14
1285.5,60.911
1286,61.89
1286.5,65.1
1287,65.575
1287.5,65.307
1288,64.022
1288.5,63.628
1289,63.628
1289.5,66.141
1290,67.422
1290.5,66.618
1291,65.242
1291.5,66.423
1292,68.045
1292.5,68.025
1293,65.869
1293.5,62.58
1294,59.771
1294.5,58.382
1295,58.75
1295.5,61.525
1296,65.066
1296.5,67.825
1297,68.24
1297.5,66.921
1298,65.666
1298.5,64.518
1299,63.875
1299.5,63.213
1300,61.996
1300.5,60.869
1301,60.421
1301.5,60.321
1302,60.321
1302.5,62.632
1303,69.841
1303.5,73.121
1304,71.828
1304.5,69.326
1305,67.029
1305.5,65.045
1306,64.625
1306.5,64.993
1307,66.412
1307.5,70.133
1308,70.997
1308.5,69.362
1309,60.732
1309.5,58.935
1310,62.297
1310.5,70.843
1311,70.464
1311.5,68.167
1312,66.465
1312.5,64.851
1313,64.607
1313.5,64.542
1314,64.91
1314.5,65.923
1315,68.897
1315.5,72.628
1316,74.379
1316.5,76.671
1317,79.673
1317.5,80.378
1318,80.323
1318.5,77.355
1319,74.727
1319.5,72.658
1320,70.589
1320.5,70.158
1321,71.007
1321.5,71.855
1322,72.704
1322.5,73.552
1323,75.48
1323.5,77.193
1324,77.416
1324.5,77.209
1325,76.679
1325.5,76.07
1326,75.462
1326.5,74.413
1327,72.299
1327.5,72.627
1328,73.743
1328.5,75.958
1329,78.174
1329.5,78.648
1330,78.402
1330.5,74.003
1331,70.704
1331.5,70.684
1332,71.7
1332.5,73.282
1333,74.011
1333.5,73.792
1334,73.143
1334.5,72.009
1335,70.738
1335.5,70.972
1336,72.84
1336.5,75.632
1337,78.658
1337.5,79.684
1338,79.562
1338.5,78.599
1339,77.115
1339.5,75.347
1340,73.681
1340.5,71.94
1341,70.177
1341.5,68.703
1342,68.008
1342.5,68.426
1343,71.038
1343.5,81.98
1344,82.191
1344.5,79.605
1345,77.211
1345.5,74.322
1346,71.76
1346.5,70.95
1347,70.846
1347.5,72.489
1348,76.609
1348.5,77.479
1349,76.981
1349.5,73.429
1350,72.833
1350.5,73.273
1351,74.256
1351.5,75.978
1352,78.752
1352.5,81.676
1353,82.695
1353.5,83.712
1354,84.88
1354.5,85.758
1355,86.271
1355.5,86.419
1356,85.837
1356.5,84.6
1357,83.978
1357.5,83.356
1358,83.527
1358.5,83.711
1359,83.596
1359.5,82.171
1360,77.623
1360.5,73.035
1361,62.335
1361.5,59.44
1362,59.369
1362.5,59.874
1363,60.637
1363.5,61.401
1364,62.519
1364.5,65.531
1365,68.716
1365.5,67.786
1366,66.026
1366.5,67.193
1367,68.576
1367.5,69.959
1368,70.858
1368.5,70.095
1369,68.704
1369.5,66.418
1370,64.132
1370.5,63.525
1371,63.523
1371.5,65.36
1372,68.622
1372.5,71.884
1373,75.146
1373.5,78.409
1374,78.994
1374.5,79.037
1375,79.037
1375.5,79.389
1376,80.245
1376.5,81.1
1377,82.011
1377.5,82.962
1378,83.079
1378.5,81.031
1379,76.306
1379.5,71.508
1380,60.977
1380.5,56.536
1381,55.018
1381.5,54.706
1382,54.706
1382.5,54.96
1383,55.743
1383.5,56.525
1384,56.623
1384.5,55.594
1385,51.772
1385.5,51.01
1386,53.189
1386.5,58.648
1387,64.03
1387.5,65.613
1388,65.424
1388.5,53.829
1389,52.854
1389.5,55.605
1390,62.869
1390.5,66.329
1391,66.189
1391.5,65.699
1392,63.311
1392.5,61.622
1393,61.291
1393.5,63.196
1394,66.695
1394.5,70.77
1395,74.343
1395.5,77.724
1396,78.269
1396.5,75.661
1397,72.106
1397.5,68.552
1398,64.999
1398.5,61.923
1399,62.623
1399.5,66.28
1400,69.989
1400.5,73.697
1401,74.384
1401.5,72.199
1402,61.777
1402.5,58.261
1403,61.858
1403.5,66.696
1404,71.853
1404.5,71.853
1405,71.016
1405.5,60.938
1406,57.396
1406.5,54.047
1407,52.648
1407.5,51.628
1408,50.647
1408.5,48.756
1409,46.469
1409.5,46.093
1410,46.517
1410.5,49.215
1411,52.313
1411.5,54.505
1412,56.396
1412.5,58.364
1413,59.935
1413.5,60.366
1414,60.245
1414.5,59.191
1415,54.703
1415.5,51.33
1416,49.662
1416.5,49.029
1417,48.222
1417.5,46.104
1418,43.409
1418.5,38.918
1419,35.046
1419.5,31.174
1420,28.502
1420.5,29.613
1421,49.981
1421.5,50.788
1422,41.825
1422.5,36.11
1423,18.934
1423.5,18.403
1424,18.636
1424.5,19.462
1425,25.528
1425.5,32.404
1426,38.623
1426.5,43.969
1427,55.555
1427.5,59.915
1428,59.665
1428.5,58.87
1429,58.681
1429.5,59.486
1430,61.226
1430.5,61.445
1431,61.588
1431.5,61.59
1432,60.191
1432.5,56.712
1433,57.476
1433.5,61.28
1434,69.641
1434.5,69.824
1435,69.94
1435.5,69.835
1436,70.345
1436.5,71.676
1437,74.3
1437.5,77.553
1438,78.813
1438.5,78.677
1439,76.642
1439.5,66.99
1440,59.483
1440.5,59.269
1441,61.117
1441.5,63.124
1442,65.113
1442.5,66.919
1443,68.724
1443.5,70.529
1444,72.334
1444.5,73.747
1445,73.107
1445.5,72.546
1446,72.633
1446.5,72.907
1447,73.238
1447.5,73.864
1448,74.49
1448.5,74.699
1449,73.696
1449.5,71.362
1450,69.628
1450.5,68.43
1451,67.981
1451.5,67.206
1452,61.827
1452.5,56.806
1453,47.531
1453.5,46.957
1454,49.018
1454.5,53.239
1455,57.848
1455.5,69.807
1456,73.383
1456.5,73.565
1457,73.746
1457.5,73.927
1458,75.764
1458.5,77.795
1459,79.337
1459.5,79.182
1460,79.028
1460.5,79.37
1461,79.917
1461.5,80.794
1462,82.822
1462.5,83.841
1463,82.143
1463.5,71.607
1464,57.05
1464.5,42.012
1465,35.408
1465.5,35.335
1466,43.19
1466.5,54.013
1467,60.246
1467.5,61.12
1468,61.994
1468.5,62.868
1469,67.174
1469.5,79.562
1470,79.133
1470.5,76.1
1471,69.731
1471.5,62.645
1472,49.757
1472.5,48.441
1473,48.733
1473.5,53.603
1474,60.322
1474.5,62.678
1475,60.439
1475.5,52.533
1476,41.035
1476.5,34.98
1477,34.053
1477.5,33.47
1478,35.173
1478.5,37.921
1479,41.218
1479.5,46.328
1480,53.777
1480.5,59.504
1481,59.807
1481.5,60.059
1482,63.41
1482.5,67.228
1483,70.895
1483.5,71.262
1484,71.269
1484.5,63.932
1485,63.272
1485.5,61.882
1486,59.493
1486.5,57.256
1487,58.251
1487.5,61.078
1488,63.905
1488.5,65.92
1489,65.802
1489.5,64.138
1490,59.323
1490.5,54.508
1491,47.757
1491.5,39.078
1492,31.236
1492.5,31.703
1493,39.234
1493.5,49.308
1494,63.505
1494.5,71.147
1495,78.374
1495.5,81.523
1496,81.76
1496.5,82.256
1497,82.581
1497.5,82.481
1498,80.984
1498.5,76.214
1499,71.087
1499.5,68.967
1500,68.902
1500.5,70.156
1501,71.603
1501.5,73.095
1502,74.588
1502.5,74.82
1503,73.234
1503.5,71.5
1504,71.005
1504.5,71.012
1505,71.198
1505.5,71.21
1506,69.51
1506.5,66.177
1507,59.974
1507.5,43.102
1508,34.372
1508.5,25.642
1509,25.101
1509.5,25.71
1510,27.872
1510.5,30.686
1511,37.544
1511.5,48.361
1512,61.76
1512.5,66.031
1513,67.203
1513.5,66.943
1514,67.16
1514.5,68.494
1515,69.828
1515.5,70.428
1516,68.447
1516.5,60.859
1517,56.355
1517.5,56.031
1518,55.721
1518.5,55.451
1519,54.378
1519.5,45.67
1520,32.447
1520.5,26.262
1521,25.578
1521.5,26.335
1522,28.02
1522.5,28.636
1523,28.168
1523.5,26.46
1524,24.223
1524.5,21.829
1525,22.484
1525.5,24.288
1526,23.857
1526.5,22.633
1527,22.289
1527.5,22.484
1528,23.294
1528.5,24.365
1529,25.227
1529.5,24.449
1530,22.752
1530.5,20.967
1531,19.181
1531.5,17.668
1532,17.401
1532.5,19.118
1533,20.276
1533.5,23.182
1534,24.234
1534.5,24.836
1535,25.016
1535.5,24.435
1536,23.799
1536.5,23.165
1537,22.558
1537.5,22.78
1538,23.117
1538.5,25.474
1539,25.905
1539.5,25.128
1540,22.271
1540.5,20.344
1541,20.249
1541.5,20.236
1542,20.484
1542.5,20.912
1543,21.903
1543.5,22.199
1544,22.143
1544.5,22.241
1545,23.12
1545.5,24.275
1546,25.204
1546.5,24.704
1547,24.12
1547.5,22.254
1548,19.873
1548.5,17.571
1549,17.164
1549.5,17.088
1550,19.952
1550.5,23.677
1551,24.7
1551.5,25.073
1552,26.386
1552.5,27.71
1553,27.161
1553.5,25.82
1554,26.004
1554.5,32.008
1555,43.225
1555.5,51.142
1556,60.673
1556.5,67.028
1557,70.589
1557.5,70.909
1558,70.654
1558.5,66.553
1559,53.768
1559.5,42.112
1560,31.225
1560.5,30.34
1561,33.422
1561.5,38.894
1562,44.562
1562.5,52.589
1563,56.496
1563.5,58.363
1564,58.418
1564.5,58.473
1565,58.528
1565.5,59.146
1566,59.897
1566.5,60.647
1567,61.622
1567.5,66.134
1568,69.611
1568.5,69.77
1569,65.923
1569.5,60.144
1570,59.487
1570.5,59.129
1571,56.286
1571.5,50.255
1572,48.917
1572.5,48.294
1573,48.803
1573.5,49.847
1574,52.392
1574.5,54.894
1575,56.039
1575.5,57.184
1576,57.962
1576.5,58.7
1577,59.439
1577.5,61.745
1578,65.699
1578.5,65.424
1579,62.085
1579.5,57.409
1580,52.213
1580.5,47.018
1581,43.839
1581.5,43.084
1582,42.548
1582.5,41.74
1583,40.745
1583.5,39.75
1584,38.755
1584.5,37.501
1585,35.258
1585.5,30.987
1586,29.837
1586.5,28.216
1587,26.401
1587.5,24.585
1588,23.822
1588.5,24.168
1589,25.763
1589.5,28.553
1590,35.404
1590.5,41.973
1591,46.594
1591.5,53.472
1592,60.35
1592.5,64.484
1593,63.2
1593.5,61.113
1594,60.846
1594.5,61.6
1595,62.783
1595.5,65.427
1596,68.084
1596.5,70.818
1597,74.834
1597.5,76.773
1598,75.998
1598.5,73.257
1599,70.516
1599.5,66.439
1600,52.744
1600.5,39.048
1601,34.257
1601.5,32.206
1602,30.141
1602.5,26.521
1603,24.137
1603.5,22.135
1604,21.441
1604.5,21.155
1605,23.197
1605.5,26.449
1606,30.859
1606.5,35.27
1607,38.391
1607.5,40.134
1608,40.063
1608.5,33.049
1609,30.63
1609.5,28.968
1610,27.891
1610.5,27.313
1611,26.684
1611.5,25.968
1612,25.251
1612.5,24.609
1613,24.021
1613.5,22.063
1614,20.685
1614.5,21.288
1615,23.391
1615.5,25.59
1616,26.19
1616.5,23.52
1617,23.342
1617.5,23.813
1618,26.426
1618.5,29.71
1619,29.52
1619.5,26.501
1620,24.417
1620.5,23.982
1621,25.886
1621.5,28.871
1622,33.495
1622.5,42.624
1623,42.407
1623.5,37.547
1624,31.717
1624.5,23.216
1625,21.371
1625.5,20.668
1626,19.977
1626.5,19.407
1627,20.654
1627.5,24.773
1628,30.274
1628.5,35.102
1629,39.93
1629.5,42.369
1630,44.375
1630.5,44.769
1631,44.769
1631.5,43.237
1632,40.887
1632.5,37.818
1633,37.513
1633.5,37.434
1634,37.98
1634.5,42.062
1635,46.929
1635.5,55.338
1636,58.557
1636.5,58.688
1637,57.786
1637.5,56.26
1638,54.846
1638.5,53.431
1639,52.543
1639.5,52.246
1640,54.065
1640.5,58.894
1641,64.336
1641.5,76.188
1642,76.905
1642.5,76.905
1643,76.578
1643.5,74.749
1644,72.476
1644.5,67.429
1645,66.97
1645.5,66.692
1646,66.369
1646.5,63.736
1647,62.097
1647.5,60.656
1648,61.604
1648.5,64.341
1649,67.078
1649.5,69.467
1650,71.291
1650.5,72.443
1651,72.952
1651.5,72.525
1652,71.448
1652.5,70.032
1653,68.298
1653.5,66.408
1654,65.952
1654.5,65.496
1655,65.549
1655.5,66.144
1656,67.024
1656.5,71.313
1657,73.589
1657.5,74.777
1658,74.675
1658.5,74.184
1659,72.683
1659.5,71.282
1660,69.754
1660.5,68.226
1661,67.723
1661.5,67.926
1662,68.129
1662.5,68.333
1663,68.527
1663.5,68.716
1664,68.88
1664.5,68.977
1665,68.48
1665.5,68.014
1666,68.134
1666.5,69.713
1667,71.825
1667.5,72.904
1668,72.498
1668.5,71.891
1669,71.243
1669.5,70.594
1670,69.848
1670.5,67.994
1671,63.528
1671.5,62.887
1672,64.26
1672.5,70.873
1673,74.834
1673.5,74.884
1674,74.793
1674.5,72.674
1675,67.309
1675.5,53.074
1676,42.681
1676.5,37.438
1677,31.155
1677.5,30.754
1678,30.664
1678.5,30.574
1679,31.029
1679.5,31.575
1680,49.198
1680.5,55.741
1681,62.908
1681.5,70.621
1682,71.261
1682.5,63.243
1683,58.444
1683.5,57.131
1684,55.898
1684.5,54.061
1685,51.884
1685.5,50.813
1686,51.275
1686.5,55.909
1687,67.03
1687.5,75.249
1688,75.19
1688.5,74.961
1689,74.961
1689.5,75.42
1690,76.654
1690.5,76.848
1691,76.132
1691.5,74.075
1692,74.311
1692.5,80.089
1693,80.413
1693.5,77.686
1694,73.953
1694.5,71.218
1695,69.749
1695.5,69.334
1696,69.667
1696.5,70.091
1697,70.657
1697.5,72.144
1698,75.142
1698.5,77.184
1699,76.983
1699.5,75.051
1700,71.727
1700.5,70.143
1701,69.699
1701.5,69.854
1702,71.268
1702.5,73.359
1703,76.389
1703.5,78.007
1704,77.829
1704.5,73.948
1705,71.764
1705.5,71.096
1706,71.708
1706.5,72.889
1707,74.176
1707.5,73.536
1708,72.897
1708.5,72.471
1709,72.398
1709.5,72.324
1710,71.23
1710.5,69.851
1711,68.617
1711.5,68.701
1712,68.784
1712.5,68.868
1713,68.665
1713.5,68.328
1714,67.861
1714.5,66.537
1715,61.84
1715.5,58.117
1716,54.485
1716.5,53.133
1717,53.09
1717.5,59.022
1718,62.988
1718.5,64.784
1719,66.58
1719.5,69.208
1720,72.315
1720.5,74.062
1721,73.422
1721.5,71.336
1722,71.784
1722.5,73.454
1723,73.867
1723.5,72.852
1724,67.435
1724.5,63.622
1725,62.909
1725.5,65.411
1726,66.897
1726.5,65.943
1727,65.341
1727.5,67.01
1728,68.936
1728.5,70.592
1729,71.845
1729.5,73.098
1730,74.351
1730.5,75.604
1731,76.857
1731.5,77.189
1732,76.502
1732.5,75.814
1733,74.633
1733.5,73.047
1734,71.084
1734.5,70.628
1735,71.143
1735.5,71.756
1736,70.708
1736.5,69.526
1737,68.796
1737.5,68.067
1738,67.428
1738.5,67.373
1739,68.393
1739.5,70.349
1740,72.19
1740.5,74.03
1741,75.871
1741.5,78.032
1742,77.684
1742.5,75.092
1743,71.812
1743.5,68.762
1744,68.081
1744.5,69.001
1745,70.728
1745.5,72.197
1746,72.792
1746.5,76.203
1747,80.179
1747.5,80.031
1748,77.081
1748.5,76.16
1749,76.078
1749.5,76.552
1750,79.308
1750.5,80.857
1751,82.406
1751.5,84.363
1752,86.74
1752.5,88.192
1753,88.012
1753.5,86.212
1754,85.713
1754.5,85.214
1755,84.583
1755.5,83.229
1756,76.434
1756.5,74.09
1757,70.305
1757.5,65.734
1758,56.043
1758.5,52.476
1759,48.909
1759.5,45.38
1760,44.035
1760.5,42.516
1761,42.363
1761.5,43.229
1762,45.549
1762.5,47.869
1763,51.067
1763.5,54.164
1764,56.389
1764.5,59.847
1765,63.487
1765.5,65.267
1766,67.32
1766.5,69.255
1767,76.333
1767.5,80.239
1768,80.912
1768.5,80.066
1769,76.959
1769.5,72.66
1770,64.021
1770.5,55.382
1771,48.108
1771.5,40.402
1772,38.63
1772.5,38.447
1773,38.264
1773.5,38.081
1774,37.693
1774.5,37.296
1775,37.444
1775.5,37.737
1776,37.558
1776.5,36.588
1777,34.194
1777.5,31.232
1778,29.421
1778.5,28.718
1779,28.813
1779.5,29.797
1780,30.912
1780.5,38.05
1781,42.678
1781.5,42.717
1782,41.053
1782.5,39.826
1783,38.532
1783.5,38.66
1784,41.886
1784.5,46.647
1785,58.443
1785.5,58.655
1786,53.289
1786.5,44.177
1787,26.379
1787.5,20.976
1788,20.742
1788.5,22.328
1789,23.101
1789.5,20.744
1790,18.609
1790.5,17.246
1791,17.124
1791.5,17.124
1792,18.572
1792.5,20.165
1793,22.788
1793.5,29.159
1794,41.975
1794.5,51.909
1795,58.118
1795.5,56.595
1796,48.473
1796.5,40.01
1797,38.49
1797.5,41.999
1798,53.038
1798.5,60.873
1799,65.28
1799.5,69.087
1800,72.518
1800.5,74.192
1801,74.371
1801.5,72.232
1802,69.483
1802.5,64.445
1803,58.089
1803.5,51.747
1804,47.456
1804.5,43.164
1805,41.998
1805.5,41.918
1806,43.391
1806.5,51.406
1807,55.278
1807.5,55.787
1808,56.191
1808.5,60.843
1809,71.377
1809.5,72.869
1810,71.135
1810.5,64.324
1811,54.496
1811.5,44.669
1812,37.185
1812.5,34.688
1813,27.766
1813.5,27.551
1814,27.398
1814.5,27.63
1815,28.724
1815.5,32.843
1816,42.378
1816.5,45.165
1817,48.147
1817.5,48.486
1818,49.583
1818.5,52.652
1819,55.004
1819.5,55.004
1820,55.481
1820.5,66.256
1821,66.479
1821.5,65.094
1822,62.762
1822.5,60.315
1823,59.088
1823.5,59.45
1824,65.025
1824.5,73.965
1825,72.976
1825.5,71.185
1826,69.921
1826.5,68.533
1827,66.813
1827.5,64.971
1828,63.304
1828.5,63.273
1829,65.294
1829.5,68.598
1830,72.967
1830.5,72.778
1831,71.058
1831.5,69.338
